"NBa7we src","d4r55","RfnDt","eaLgGf src","hCCjke src","hCCjke src 2","hCCjke src 3","hCCjke src 4","hCCjke src 5","rsqaWe","RfDO5c","RfDO5c 2","RfDO5c 3","RfDO5c 4","RfDO5c 5","RfDO5c 6","RfDO5c 7","RfDO5c 8","RfDO5c 9","RfDO5c 10","RfDO5c 12","dSlJg src","znYl0","dSlJg src 2","znYl0 2","wiI7pd","w8nwRe"
"https://lh3.googleusercontent.com/a-/ALV-UjXtOQRE_ixNE9jqWVDiX7cwgySxfSnWpMjwOp0lcr0qroKD=w36-h36-p-rp-mo-ba4-br100","Pastika Setyorini","Local Guide · 14 ulasan · 67 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","6 hari lalu","5","","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Makanan:","Rp 25.000–50.000","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Bebeknya mantapppp. Ukuran bebeknya cukup besar, empuk, gurih sampai ke dalam. Perpaduan nasi+bebek+sambal mangga yang oke. Harganya juga cukup murah, 30rb paket makan dan minum.

Pelayanannya cepat karena memang kesana pas weekday jadi tidak terlalu ramai.

Tempatnya luas, cocok untuk rombongan. Tapi sayang agak gelap dan panas. Tapi cukup terbayarkan karena makanannya mantap.",""
"https://lh3.googleusercontent.com/a-/ALV-UjUuhnOPauMNOzo8xU4RaF3ODjUwoIxMpeQMjzFTa65WuXA=w36-h36-p-rp-mo-ba5-br100","anggita filans","Local Guide · 118 ulasan · 393 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","seminggu lalu","1","","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Makanan:","Rp 25.000–50.000","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Bagikan","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","Pelayanan nya kurang bgttt, gak ramah. Tp ada sih mas mas 1 yg baik bgt mau tolongin fotoin pdhl lg beres2 kerja. Makasih mas. Aku gak tau namamu, tp mudah2 an penuh berkah jalan hidupmu.
Pdhl penasaran udah jauh2 datang ksana. Mau coba seenak apa. Ternyata pelayanan nya, hadeh.
Rasanya jg biasa aja. Banyak bebek goreng yg lebih enak. Tp unik, karena pake sambel pencit kayak sambal mangga gtu.",""
"https://lh3.googleusercontent.com/a/ACg8ocINltNztNE8T6XXQ7Z_sOB542IKzrTbscktYxINTlKWFg=w36-h36-p-rp-mo-br100","Ayu Ramadhani","2 ulasan · 2 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","5","Makanan:","5","5","","","","Layanan:","","Suasana:","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVxuL0eBwi2FV4qUL06NS6dQau1H_FDXBuhGrgUH09aCA=w36-h36-p-rp-mo-br100","Tabah Widodo","22 ulasan · 57 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","seminggu lalu","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU10qNwRL1bdHm-GAZWdsoPLHB1su-0LLnIlH2PSlUFie8=w36-h36-p-rp-mo-ba4-br100","VAN BOUROUGH","Local Guide · 109 ulasan · 6 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","","","","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","Josss",""
"https://lh3.googleusercontent.com/a-/ALV-UjXIdWV1uA8ATTVDqDLl-vqv6YnKmYtw0QkktXPKKfYBow=w36-h36-p-rp-mo-ba6-br100","Wildan Surya Nugraha","Local Guide · 451 ulasan · 846 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","4","","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Makanan:","Rp 25.000–50.000","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Bagikan","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","Pengen makan langsung di tempat asalnya. Buka mulainya jam 7 pagi, agar tidak antri kami pagi2 sudah berangkat dari Surabaya. Bener saya masih sepi dan menu nya masih komplit. Harga perpaket 29 ribu sudah termasuk nasi + minum. Bebeknya empuk dan enak banget. Bisa juga dibawa pulang buat oleh-oleh.

Salah satu spot jujugan wisata kuliner Bebek Sinjai di Madura, dengan akses yang cukup mudah dari jembatan Suramadu. Parkirnya luas, bisa menampung kendaraan roda dua hingga bus. Menu andalannya adalah Bebek Sinjai lengkap dengan sambal pencit. Rasanya mantap pas di lidah dan segar / fresh.

Kuliner khas pulau penghasil garam kini bertambah dari sate kemudian ada nasi bebek sinjay. Satu porsi nasi bebek sinjay berisi nasi putih yang pulen dalam porsi yang lumayan banyak ditambah bebek goreng dan kremesan yang rasanya sangat enak. Rasa gurihnya menyebar hingga ke dalam karena dagingnya yang empuk dan bumbunya yang meresap dengan baik hingga ke tulang. Sayangnya bebek gorengnya terlalu banyak mengandung minyak yang artinya mengandung kolesterol tinggi. Namun untuk rasanya sendiri memang begitu enak, menggugah selera dan membuat ketagihan siapa saja yang  sudah datang ke sini.

Karena ke populerannya, untuk mencicipi bebek sinjai kita harus mengantri terlebih dahulu. Karena setiap harinya rumah makan ini tidak pernah sepi pengunjung. Tempatnya yang luas bisa menampung banyak pelanggan, tersedia juga tempat parkir sepeda di depan rumah makan ini dan tempat parkir mobil di belakangnya.",""
"https://lh3.googleusercontent.com/a-/ALV-UjUd4K3clO4ZCxr4lOoqEmrtNupqizxDsOgAbWpFUIFw=w36-h36-p-rp-mo-ba5-br100","Andrie Rosseno","Local Guide · 189 ulasan · 627 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","seminggu lalu","4","Makanan:","4","4","","","","Layanan:","","Suasana:","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","",""
"https://lh3.googleusercontent.com/a/ACg8ocLOOYcZs5UQMu5nsZecEsK_Scrusj2HjcHQBAl--Y32=w36-h36-p-rp-mo-br100","indirawaty batubara","352 ulasan · 254 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","3","","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Makanan:","Rp 25.000–50.000","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Bagikan","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","","Resto bebek khas madura dgn konsep.sederhana namun rasa mantappp...
Perlu renovasi toilet dan mushalla...
Harusss sabarrr antri di saat ramai pengunjung...
Harga murah dgn hidayah bebek yg gurih,kering dan pastinya porsi nasi yg banyak 😁😁😁",""
"https://lh3.googleusercontent.com/a/ACg8ocIEkbUQDgbjctvttfJ952hY51N6Fti0ckz7xHtkJb_2=w36-h36-p-rp-mo-br100","sugianto jojok","36 ulasan · 38 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","5","Makanan:","5","2","","","","Layanan:","","Suasana:","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","",""
"https://lh3.googleusercontent.com/a/ACg8ocKgXwrDoqmsXFpcfbPb_M6o4tFx7uv5-v1jpPMMp5py=w36-h36-p-rp-mo-br100","Santri Sk8","3 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKrs2T-h8zgwdsF7u_a1HCY6MoTBuTAUtIJLwrZRBiH=w36-h36-p-rp-mo-br100","Alfisyahr Yono","1 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","seminggu lalu","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVld56GiIp8e35ZbWaGSLRaH7Lo1-eMst8FkPVkLHmRcDWJ=w36-h36-p-rp-mo-br100","Anggi Puspita","1 ulasan","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWRfzuyCx8WlnbuePOUGtcQ8Svv6WfBPumOH5jDD81gK5oC=w36-h36-p-rp-mo-ba3-br100","Hendar Sudrajat","Local Guide · 10 ulasan · 9 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","5","Makanan:","4","5","","","","Layanan:","","Suasana:","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUmCtNmFT6BPE5WjTMjoZuqEXH7QAC2lO-EKigjI95mcMyw=w36-h36-p-rp-mo-ba4-br100","ajeng nurashri","Local Guide · 120 ulasan · 119 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","","","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVACdaKIar50v_AuQsxisXYmyBGldGB9ah9Lr8wQEDwfMk=w36-h36-p-rp-mo-ba5-br100","Biteorbye","Local Guide · 165 ulasan · 1.013 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","","","5","5","","3","","Makanan:","","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Bagikan","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Suka","saya paling suka nasinya yang membuat pengalaman makan secara keseluruhan menjadi sangat menyenangkan. sambal mangga inilah yang membuat keseluruhan hidangan menjadi istimewa. sesuatu yang akan selalu kamu ingat.",""
"https://lh3.googleusercontent.com/a/ACg8ocI9IH99yLj3W5niUFxmgnQd6J_rI8kmw1_Xx7aj5dvv=w36-h36-p-rp-mo-ba3-br100","vierzuba","Local Guide · 13 ulasan · 20 foto","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","seminggu lalu","Layanan","Makan di tempat","Jenis makanan","Makan siang","Tarif per orang","Rp 25.000–50.000","5","Makanan:","5","Layanan:","Suasana:","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Suka","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Bagikan","",""
